,Overhead,Preempted process,Preempted process id,Preempted unknown,Preempting process,Preempting process id,Preempting unknown,Scheduled status
458,0.00%,.koworker,1016,120,.koworker,1014,120,S
459,0.00%,.koworker,1019,120,jbd2/mmcblk1p2-,97,120,R
460,0.00%,.koworker,1019,120,khungtaskd,12,120,R
461,0.00%,.koworker,32286,120,ksoftirqd/0,7,120,D|T
462,0.00%,.koworker,32286,120,cyclictest,32268,120,R
463,0.00%,.koworker,32286,120,ksoftirqd/0,7,120,S
464,0.00%,.koworker,32287,120,systemd,1,120,S|T
465,0.00%,.koworker,32288,120,kworker/0,0,120,R
466,0.00%,.koworker,32288,120,ksoftirqd/0,7,120,S|T
467,0.00%,.koworker,32289,120,cyclictest,32269,0,R
468,0.00%,apache2,808,120,.koworker,1014,120,S
469,0.00%,apache2,808,120,dbus-daemon,518,120,S
470,0.00%,apache2,808,120,sshd,32293,120,S
471,0.00%,avahi-daemon,500,120,ksoftirqd/0,7,120,R
472,0.00%,avahi-daemon,500,120,.koworker,1014,120,S
473,0.00%,avahi-daemon,500,120,sshd,27636,120,S
474,0.00%,avahi-daemon,500,120,sshd,32270,120,S
475,0.00%,cron,32284,120,.koworker,1016,120,D
476,0.00%,cron,32284,120,ksoftirqd/0,7,120,D|T
477,0.00%,cron,32284,120,.koworker,1014,120,R
478,0.00%,cron,32284,120,cyclictest,32268,120,R
479,0.00%,cron,32284,120,mmcqd/1,89,120,R
480,0.00%,cron,32284,120,systemd-journal,118,120,R
481,0.00%,cron,32284,120,.koworker,1016,120,S
482,0.00%,cron,32285,120,systemd-journal,118,120,R
483,0.00%,cron,772,120,.koworker,1016,120,S
484,0.00%,cron,772,120,ksoftirqd/0,7,120,S
485,0.00%,cyclictest,32268,120,ksoftirqd/0,7,120,D|T
486,0.00%,cyclictest,32268,120,irq/31-44e0b000,90,49,R
487,0.00%,cyclictest,32268,120,cyclictest,32269,120,S
488,0.00%,cyclictest,32268,120,kworker/0,0,120,S
489,0.00%,cyclictest,32268,120,sshd,32270,120,S
490,0.00%,cyclictest,32268,120,sshd,32273,120,S
491,0.00%,cyclictest,32268,120,sshd,32279,120,S
492,0.00%,cyclictest,32268,120,sshd,32293,120,S
493,0.00%,cyclictest,32268,120,wicd-monitor,990,120,S
494,0.00%,cyclictest,32269,0,kthreadd,32281,120,S
495,0.00%,cyclictest,32269,0,kworker/0,1H,100,S
496,0.00%,cyclictest,32269,0,kworker/dying,31947,120,S
497,0.00%,cyclictest,32269,120,ksoftirqd/0,7,120,S|T
498,0.00%,dbus-daemon,518,120,cyclictest,32268,120,R
499,0.00%,dbus-daemon,518,120,cyclictest,32269,0,S
500,0.00%,dbus-daemon,518,120,perf,32266,120,S
501,0.00%,dbus-daemon,518,120,sshd,27636,120,S
502,0.00%,ifconfig,32271,120,ksoftirqd/0,7,120,D|T
503,0.00%,ifconfig,32271,120,cyclictest,32268,120,R
504,0.00%,ifconfig,32271,120,kworker/0,1,120,R
505,0.00%,ifconfig,32272,120,ksoftirqd/0,7,120,D|T
506,0.00%,ifconfig,32274,120,ksoftirqd/0,7,120,D|T
507,0.00%,ifconfig,32274,120,kworker/0,1,120,R
508,0.00%,ifconfig,32275,120,ksoftirqd/0,7,120,D|T
509,0.00%,ifconfig,32275,120,wicd,984,120,R
510,0.00%,ifconfig,32276,120,cyclictest,32269,0,D|T
511,0.00%,ifconfig,32276,120,kworker/0,1,120,R
512,0.00%,ifconfig,32277,120,ksoftirqd/0,7,120,D|T
513,0.00%,ifconfig,32280,120,ksoftirqd/0,7,120,D|T
514,0.00%,ifconfig,32282,120,ksoftirqd/0,7,120,D|T
515,0.00%,ifconfig,32282,120,cyclictest,32268,120,R
516,0.00%,ifconfig,32282,120,kworker/0,0,120,R
517,0.00%,ifconfig,32282,120,wicd,984,120,R
518,0.00%,ifconfig,32283,120,ksoftirqd/0,7,120,D|T
519,0.00%,ifconfig,32290,120,ksoftirqd/0,7,120,D|T
520,0.00%,ifconfig,32291,120,ksoftirqd/0,7,120,D|T
521,0.00%,ifconfig,32291,120,cyclictest,32268,120,R
522,0.00%,ifconfig,32294,120,ksoftirqd/0,7,120,D|T
523,0.00%,jbd2/mmcblk1p2-,97,120,.koworker,1016,120,S
524,0.00%,jbd2/mmcblk1p2-,97,120,cron,32284,120,S
525,0.00%,jbd2/mmcblk1p2-,97,120,cyclictest,32268,120,S
526,0.00%,jbd2/mmcblk1p2-,97,120,mmcqd/1,89,120,S
527,0.00%,khungtaskd,12,120,cyclictest,32269,0,S
528,0.00%,ksoftirqd/0,7,120,irq/31-44e0b000,90,49,R
529,0.00%,ksoftirqd/0,7,120,cron,32285,120,S
530,0.00%,ksoftirqd/0,7,120,cron,772,120,S
531,0.00%,ksoftirqd/0,7,120,ifconfig,32271,120,S
532,0.00%,ksoftirqd/0,7,120,ifconfig,32275,120,S
533,0.00%,ksoftirqd/0,7,120,ifconfig,32276,120,S
534,0.00%,ksoftirqd/0,7,120,ifconfig,32290,120,S
535,0.00%,ksoftirqd/0,7,120,perf,32267,120,S
536,0.00%,ksoftirqd/0,7,120,ptp0,1120,120,S
537,0.00%,ksoftirqd/0,7,120,systemd,1,120,S
538,0.00%,ksoftirqd/0,7,120,wicd,32275,120,S
539,0.00%,ksoftirqd/0,7,120,wicd,32277,120,S
540,0.00%,ksoftirqd/0,7,120,wicd,32283,120,S
541,0.00%,kthreadd,2,120,kworker/0,1,120,S
542,0.00%,kthreadd,32281,120,kworker/0,2,120,D
543,0.00%,kworker/0,0,120,.koworker,32286,120,t
544,0.00%,kworker/0,0,120,avahi-daemon,500,120,t
545,0.00%,kworker/0,0,120,cron,32285,120,t
546,0.00%,kworker/0,0,120,cyclictest,32269,0,t
547,0.00%,kworker/0,0,120,ifconfig,32282,120,t
548,0.00%,kworker/0,0,120,ifconfig,32283,120,t
549,0.00%,kworker/0,0,120,ifconfig,32290,120,t
550,0.00%,kworker/0,0,120,ifconfig,32294,120,t
551,0.00%,kworker/0,0,120,jbd2/mmcblk1p2-,97,120,t
552,0.00%,kworker/0,0,120,kworker/u2,1,120,t
553,0.00%,kworker/0,0,120,mmcqd/1,89,120,t
554,0.00%,kworker/0,0,120,sh,32285,120,t
555,0.00%,kworker/0,0,120,sh,32286,120,t
556,0.00%,kworker/0,0,120,systemd-journal,118,120,t
557,0.00%,kworker/0,0,120,wicd,32282,120,t
558,0.00%,kworker/0,1,120,.koworker,1014,120,D
559,0.00%,kworker/0,1,120,mmcqd/1,89,120,D
560,0.00%,kworker/0,1,120,sshd,32270,120,D
561,0.00%,kworker/0,1,120,wicd-monitor,990,120,D
562,0.00%,kworker/0,1,120,wicd,984,120,D
563,0.00%,kworker/0,1,120,avahi-daemon,500,120,t
564,0.00%,kworker/0,1,120,ifconfig,32272,120,t
565,0.00%,kworker/0,1,120,ifconfig,32274,120,t
566,0.00%,kworker/0,1,120,kworker/0,0,120,t
567,0.00%,kworker/0,1,120,mmcqd/1,89,120,t
568,0.00%,kworker/0,1,120,ptp0,1120,120,t
569,0.00%,kworker/0,1,120,Q,Reg,120,t
570,0.00%,kworker/0,1,120,rsyslogd,627,120,t
571,0.00%,kworker/0,1,120,sshd,19316,120,t
572,0.00%,kworker/0,1,120,sshd,740,120,t
573,0.00%,kworker/0,1,120,systemd-journal,118,120,t
574,0.00%,kworker/0,1,120,wicd,32271,120,t
575,0.00%,kworker/0,1,120,wicd,32272,120,t
576,0.00%,kworker/0,1,120,wicd,32275,120,t
577,0.00%,kworker/0,1,120,wicd,32276,120,t
578,0.00%,kworker/0,1,120,wicd,32277,120,t
579,0.00%,kworker/0,1,120,wicd,32280,120,t
580,0.00%,kworker/0,1H,100,cyclictest,32269,0,R
581,0.00%,kworker/0,1H,100,kworker/0,1,120,t
582,0.00%,kworker/0,1H,100,perf,32266,120,t
583,0.00%,kworker/0,2,120,kthreadd,2,120,D
584,0.00%,kworker/0,2,120,kworker/0,0,120,t
585,0.00%,kworker/0,2,120,wicd-monitor,990,120,t
586,0.00%,kworker/dying,31947,120,cyclictest,32269,0,R
587,0.00%,kworker/dying,31947,120,ksoftirqd/0,7,120,S|T
588,0.00%,kworker/u2,1,120,kworker/0,1,120,R
589,0.00%,kworker/u2,1,120,mmcqd/1,89,120,R
590,0.00%,kworker/u2,1,120,apache2,808,120,t
591,0.00%,kworker/u2,1,120,avahi-daemon,500,120,t
592,0.00%,kworker/u2,1,120,jbd2/mmcblk1p2-,97,120,t
593,0.00%,kworker/u2,1,120,sshd,32278,120,t
594,0.00%,mmcqd/1,89,120,ksoftirqd/0,7,120,D
595,0.00%,mmcqd/1,89,120,sshd,27636,120,D
596,0.00%,mmcqd/1,89,120,kworker/0,1,120,R
597,0.00%,mmcqd/1,89,120,kworker/u2,1,120,R
598,0.00%,mmcqd/1,89,120,cron,32284,120,S
599,0.00%,mmcqd/1,89,120,ifconfig,32280,120,S
600,0.00%,mmcqd/1,89,120,kworker/0,0,120,S
601,0.00%,mmcqd/1,89,120,kworker/0,1,120,S
602,0.00%,mmcqd/1,89,120,kworker/u2,1,120,S
603,0.00%,perf,32266,120,ksoftirqd/0,7,120,R
604,0.00%,perf,32266,120,.koworker,1014,120,S
605,0.00%,perf,32266,120,.koworker,32286,120,S
606,0.00%,perf,32266,120,cyclictest,32269,0,S
607,0.00%,perf,32266,120,ksoftirqd/0,7,120,S
608,0.00%,perf,32266,120,sshd,32278,120,S
609,0.00%,perf,32266,120,sshd,32292,120,S
610,0.00%,perf,32266,120,wicd,984,120,S
611,0.00%,ps,32289,120,ksoftirqd/0,7,120,D|T
612,0.00%,ptp0,1120,120,cyclictest,32269,0,R
613,0.00%,ptp0,1120,120,.koworker,1019,120,S
614,0.00%,rs:mainQ:Reg,626,120,.koworker,1019,120,S
615,0.00%,rsyslogd,627,120,kworker/0,1,120,R
616,0.00%,sh,32285,120,cron,32284,120,D|T
617,0.00%,sh,32285,120,.koworker,1014,120,R
618,0.00%,sh,32286,120,.koworker,1014,120,R
619,0.00%,sh,32286,120,cyclictest,32268,120,R
620,0.00%,sh,32286,120,cyclictest,32269,0,R
621,0.00%,sshd,19316,120,sshd,32270,120,S
622,0.00%,sshd,27636,120,dbus-daemon,518,120,S
623,0.00%,sshd,27636,120,ifconfig,32272,120,S
624,0.00%,sshd,27636,120,ifconfig,32274,120,S
625,0.00%,sshd,27636,120,ifconfig,32282,120,S
626,0.00%,sshd,27636,120,ifconfig,32290,120,S
627,0.00%,sshd,27636,120,ifconfig,32291,120,S
628,0.00%,sshd,27636,120,ifconfig,32294,120,S
629,0.00%,sshd,27636,120,perf,32266,120,S
630,0.00%,sshd,27636,120,Q,Reg,120,S
631,0.00%,sshd,27636,120,wicd,32271,120,S
632,0.00%,sshd,27636,120,wicd,32272,120,S
633,0.00%,sshd,27636,120,wicd,32277,120,S
634,0.00%,sshd,27636,120,wicd,32282,120,S
635,0.00%,sshd,27636,120,wicd,32283,120,S
636,0.00%,sshd,32270,120,ksoftirqd/0,7,120,D|T
637,0.00%,sshd,32270,120,.koworker,1014,120,S
638,0.00%,sshd,32270,120,.koworker,1016,120,S
639,0.00%,sshd,32273,120,ksoftirqd/0,7,120,D|T
640,0.00%,sshd,32273,120,ksoftirqd/0,7,120,R
641,0.00%,sshd,32273,120,sshd,32270,120,R
642,0.00%,sshd,32273,120,cyclictest,32268,120,S
643,0.00%,sshd,32278,120,ksoftirqd/0,7,120,D|T
644,0.00%,sshd,32278,120,avahi-daemon,500,120,R
645,0.00%,sshd,32278,120,mmcqd/1,89,120,R
646,0.00%,sshd,32278,120,ksoftirqd/0,7,120,S
647,0.00%,sshd,32278,120,Q,Reg,120,S
648,0.00%,sshd,32279,120,cyclictest,32269,0,D|T
649,0.00%,sshd,32279,120,.koworker,1016,120,S
650,0.00%,sshd,32279,120,.koworker,1019,120,S
651,0.00%,sshd,32279,120,cyclictest,32268,120,S
652,0.00%,sshd,32279,120,ksoftirqd/0,7,120,S
653,0.00%,sshd,32292,120,avahi-daemon,500,120,R
654,0.00%,sshd,32292,120,.koworker,1019,120,S
655,0.00%,sshd,740,120,kworker/0,1,120,R
656,0.00%,sshd,740,120,cyclictest,32269,0,S
657,0.00%,sshd,740,120,sshd,32270,120,S
658,0.00%,sshd,740,120,sshd,32278,120,S
659,0.00%,sshd,740,120,sshd,32292,120,S
660,0.00%,sudo,32267,120,ksoftirqd/0,7,120,D|T
661,0.00%,sudo,32267,120,.koworker,1014,120,R
662,0.00%,sudo,32267,120,systemd-journal,118,120,R
663,0.00%,sudo,32267,120,sudo,32268,120,S
664,0.00%,systemd-journal,118,120,ksoftirqd/0,7,120,R
665,0.00%,systemd-journal,118,120,kworker/0,0,120,R
666,0.00%,systemd-journal,118,120,rsyslogd,627,120,R
667,0.00%,systemd-journal,118,120,.koworker,1016,120,S
668,0.00%,systemd-journal,118,120,cron,32284,120,S
669,0.00%,systemd,1,120,cyclictest,32269,0,R
670,0.00%,systemd,1,120,ksoftirqd/0,7,120,S
671,0.00%,wicd,32271,120,cyclictest,32268,120,R
672,0.00%,wicd,32271,120,ksoftirqd/0,7,120,R
673,0.00%,wicd,32271,120,kworker/0,1,120,R
674,0.00%,wicd,32272,120,kworker/0,1,120,R
675,0.00%,wicd,32274,120,cyclictest,32268,120,R
676,0.00%,wicd,32277,120,kworker/0,1,120,R
677,0.00%,wicd,32280,120,cyclictest,32268,120,R
678,0.00%,wicd,32280,120,ksoftirqd/0,7,120,R
679,0.00%,wicd,32283,120,kworker/0,0,120,R
680,0.00%,wicd,32290,120,kworker/0,0,120,R
681,0.00%,wicd,32291,120,kworker/0,0,120,R
682,0.00%,wicd,32294,120,kworker/0,0,120,R
683,0.00%,wicd,984,120,ifconfig,32272,120,S
684,0.00%,wicd,984,120,ifconfig,32274,120,S
685,0.00%,wicd,984,120,ifconfig,32277,120,S
686,0.00%,wicd,984,120,ifconfig,32280,120,S
687,0.00%,wicd,984,120,ifconfig,32282,120,S
688,0.00%,wicd,984,120,ifconfig,32283,120,S
689,0.00%,wicd,984,120,ifconfig,32291,120,S
690,0.00%,wicd,984,120,ifconfig,32294,120,S
691,0.00%,wicd,984,120,wicd,32271,120,S
692,0.00%,wicd,984,120,wicd,32272,120,S
693,0.00%,wicd,984,120,wicd,32274,120,S
694,0.00%,wicd,984,120,wicd,32275,120,S
695,0.00%,wicd,984,120,wicd,32276,120,S
696,0.00%,wicd,984,120,wicd,32277,120,S
697,0.00%,wicd,984,120,wicd,32280,120,S
698,0.00%,wicd,984,120,wicd,32282,120,S
699,0.00%,wicd,984,120,wicd,32283,120,S
700,0.00%,wicd,984,120,wicd,32290,120,S
701,0.00%,wicd,984,120,wicd,32291,120,S
702,0.00%,wicd,984,120,wicd,32294,120,S
