,Overhead,Preempted process,Preempted process id,Preempted unknown,Preempting process,Preempting process id,Preempting unknown,Scheduled status
104,0.01%,.koworker,1019,120,.koworker,1016,120,S
105,0.01%,jbd2/mmcblk1p2-,97,120,mmcqd/1,89,120,D
106,0.01%,mmcqd/1,89,120,cyclictest,32305,0,R
107,0.01%,mmcqd/1,89,120,kworker/0,1H,100,R
108,0.01%,avahi-daemon,500,120,.koworker,1016,120,S
109,0.01%,kworker/u2,1,120,cyclictest,32305,0,t
110,0.01%,.koworker,1019,120,.koworker,32317,120,R
111,0.01%,apache2,808,120,.koworker,1019,120,S
112,0.01%,avahi-daemon,500,120,cyclictest,32305,0,R
113,0.01%,cyclictest,32305,0,jbd2/mmcblk1p2-,97,120,S
114,0.01%,dbus-daemon,518,120,.koworker,1016,120,S
115,0.01%,dbus-daemon,518,120,.koworker,1019,120,S
116,0.01%,ksoftirqd/0,7,120,sshd,32313,120,S
117,0.01%,.koworker,1016,120,perf,32302,120,R
118,0.01%,.koworker,1016,120,.koworker,1019,120,S
119,0.01%,.koworker,32316,120,.koworker,32317,120,R
120,0.01%,.koworker,1019,120,.koworker,1016,120,R
121,0.01%,cron,32314,120,cyclictest,32305,0,R
122,0.01%,sshd,27636,120,sshd,32329,120,S
123,0.01%,apache2,808,120,.koworker,1016,120,S
124,0.01%,cyclictest,32305,0,cron,32314,120,S
125,0.01%,wicd,984,120,kworker/0,0,120,R
126,0.01%,.koworker,1016,120,.koworker,1019,120,R
127,0.01%,kworker/0,0,120,cyclictest,32305,0,R
128,0.01%,perf,32302,120,cyclictest,32304,120,S
129,0.01%,sshd,27636,120,sshd,32307,120,S
130,0.01%,sshd,27636,120,sshd,32312,120,S
131,0.01%,sshd,27636,120,sshd,32326,120,S
132,0.01%,cyclictest,32305,0,mmcqd/1,89,120,S
133,0.01%,sshd,27636,120,wicd-monitor,990,120,S
134,0.01%,mmcqd/1,89,120,perf,32302,120,S
135,0.01%,sshd,27636,120,cyclictest,32305,0,S
136,0.01%,.koworker,1019,120,mmcqd/1,89,120,R
137,0.01%,kworker/u2,1,120,.koworker,1014,120,t
138,0.01%,ksoftirqd/0,7,120,sshd,32307,120,S
139,0.01%,kworker/0,1H,100,mmcqd/1,89,120,t
140,0.01%,mmcqd/1,89,120,.koworker,1019,120,S
141,0.01%,avahi-daemon,500,120,.koworker,1019,120,S
142,0.01%,ksoftirqd/0,7,120,sshd,32312,120,S
143,0.01%,kworker/0,0,120,wicd,984,120,t
144,0.01%,sshd,32326,120,kworker/0,0,120,R
145,0.01%,wicd,984,120,ksoftirqd/0,7,120,S
146,0.01%,irq/31-44e0b000,90,49,kworker/0,0,120,S
147,0.01%,jbd2/mmcblk1p2-,97,120,cyclictest,32305,0,R
148,0.01%,ksoftirqd/0,7,120,perf,32302,120,S
149,0.01%,kworker/0,0,120,cyclictest,32304,120,D
150,0.01%,sshd,27636,120,ksoftirqd/0,7,120,R
151,0.01%,sshd,27636,120,wicd,984,120,S
152,0.01%,sshd,32326,120,cyclictest,32304,120,R
153,0.01%,.koworker,1016,120,avahi-daemon,500,120,R
154,0.01%,ksoftirqd/0,7,120,cyclictest,32305,0,S
155,0.01%,kworker/0,0,120,kworker/u2,1,120,t
156,0.01%,kworker/0,0,120,sshd,32329,120,t
157,0.01%,kworker/0,0,120,sshd,32330,120,t
158,0.01%,sshd,27636,120,sshd,32313,120,S
159,0.01%,sshd,32308,120,sshd,32307,120,S
160,0.01%,sshd,32313,120,sshd,32312,120,S
161,0.01%,ksoftirqd/0,7,120,dbus-daemon,518,120,S
162,0.01%,kworker/0,0,120,wicd-monitor,990,120,t
163,0.01%,sshd,27636,120,sshd,32330,120,S
164,0.01%,sshd,32307,120,kworker/0,0,120,R
165,0.01%,wicd-monitor,990,120,dbus-daemon,518,120,S
166,0.00%,cyclictest,32305,0,.koworker,32317,120,S
167,0.00%,dbus-daemon,518,120,.koworker,1014,120,S
168,0.00%,dbus-daemon,518,120,wicd,984,120,S
169,0.00%,kworker/0,0,120,ksoftirqd/0,7,120,D
170,0.00%,kworker/0,0,120,sshd,32307,120,t
171,0.00%,kworker/0,1H,100,jbd2/mmcblk1p2-,97,120,t
172,0.00%,mmcqd/1,89,120,jbd2/mmcblk1p2-,97,120,S
173,0.00%,rsyslogd,627,120,Q,Reg,120,S
174,0.00%,sshd,32312,120,cyclictest,32304,120,R
175,0.00%,wicd,32310,120,cyclictest,32305,0,R
176,0.00%,avahi-daemon,500,120,ksoftirqd/0,7,120,S
177,0.00%,dbus-daemon,518,120,cyclictest,32304,120,S
178,0.00%,ps,32319,120,ksoftirqd/0,7,120,R
179,0.00%,sshd,27636,120,sshd,32308,120,S
180,0.00%,sshd,27636,120,sshd,32327,120,S
181,0.00%,sshd,32312,120,ksoftirqd/0,7,120,R
182,0.00%,sshd,32312,120,kworker/0,0,120,R
183,0.00%,wicd,32320,120,cyclictest,32305,0,R
184,0.00%,wicd,32328,120,cyclictest,32305,0,R
185,0.00%,.koworker,1014,120,.koworker,32317,120,S
186,0.00%,cyclictest,32305,0,sshd,740,120,S
187,0.00%,cyclictest,32305,0,systemd-journal,118,120,S
188,0.00%,cyclictest,32305,0,wicd,32325,120,S
189,0.00%,ksoftirqd/0,7,120,sshd,19316,120,S
190,0.00%,ksoftirqd/0,7,120,sshd,32326,120,S
191,0.00%,ksoftirqd/0,7,120,sshd,32327,120,S
192,0.00%,ksoftirqd/0,7,120,sshd,32329,120,S
193,0.00%,sshd,32307,120,cyclictest,32304,120,R
194,0.00%,sshd,32307,120,sshd,32308,120,R
195,0.00%,sshd,32312,120,sshd,32313,120,R
196,0.00%,sshd,32313,120,kworker/0,0,120,R
197,0.00%,sshd,32330,120,kworker/0,0,120,R
198,0.00%,wicd,32306,120,cyclictest,32305,0,R
199,0.00%,wicd,32309,120,cyclictest,32305,0,R
200,0.00%,wicd,32311,120,cyclictest,32305,0,R
201,0.00%,wicd,32321,120,cyclictest,32305,0,R
202,0.00%,wicd,32322,120,cyclictest,32305,0,R
203,0.00%,wicd,984,120,ksoftirqd/0,7,120,R
204,0.00%,.koworker,1014,120,kworker/0,0,120,S
205,0.00%,cyclictest,32304,120,kworker/u2,0,120,R
206,0.00%,cyclictest,32305,0,wicd,32306,120,S
207,0.00%,cyclictest,32305,0,wicd,32321,120,S
208,0.00%,cyclictest,32305,0,wicd,32324,120,S
209,0.00%,cyclictest,32305,0,wicd,32328,120,S
210,0.00%,cyclictest,32305,0,wicd,32331,120,S
211,0.00%,ifconfig,32322,120,cyclictest,32305,0,R
212,0.00%,ifconfig,32331,120,cyclictest,32305,0,R
213,0.00%,ksoftirqd/0,7,120,sshd,32308,120,S
214,0.00%,ksoftirqd/0,7,120,sshd,740,120,S
215,0.00%,mmcqd/1,89,120,.koworker,1016,120,D
216,0.00%,perf,32302,120,jbd2/mmcblk1p2-,97,120,R
217,0.00%,perf,32302,120,kworker/0,0,120,R
218,0.00%,sshd,32307,120,ksoftirqd/0,7,120,R
219,0.00%,sshd,32313,120,cyclictest,32304,120,R
220,0.00%,sshd,32327,120,cyclictest,32304,120,R
221,0.00%,sshd,32327,120,sshd,32326,120,S
222,0.00%,sshd,740,120,cyclictest,32305,0,R
223,0.00%,wicd,32324,120,cyclictest,32305,0,R
224,0.00%,wicd,32325,120,cyclictest,32305,0,R
225,0.00%,wicd,32331,120,cyclictest,32305,0,R
226,0.00%,cyclictest,32305,0,ifconfig,32310,120,S
227,0.00%,cyclictest,32305,0,ifconfig,32311,120,S
228,0.00%,cyclictest,32305,0,ifconfig,32328,120,S
229,0.00%,cyclictest,32305,0,ifconfig,32331,120,S
230,0.00%,cyclictest,32305,0,wicd,32310,120,S
231,0.00%,cyclictest,32305,0,wicd,32320,120,S
232,0.00%,cyclictest,32305,0,wicd,32322,120,S
233,0.00%,cyclictest,32305,0,wicd,32323,120,S
234,0.00%,ifconfig,32311,120,cyclictest,32305,0,R
235,0.00%,ifconfig,32323,120,cyclictest,32305,0,R
236,0.00%,ifconfig,32325,120,cyclictest,32305,0,R
237,0.00%,ifconfig,32328,120,cyclictest,32305,0,R
238,0.00%,ksoftirqd/0,7,120,rsyslogd,627,120,S
239,0.00%,ksoftirqd/0,7,120,sshd,32330,120,S
240,0.00%,kworker/0,0,120,sshd,27636,120,D
241,0.00%,kworker/0,0,120,sshd,32313,120,t
242,0.00%,ptp0,1120,120,kworker/u2,1,120,S
243,0.00%,rs:mainQ:Reg,626,120,systemd-journal,118,120,S
244,0.00%,sshd,19316,120,cyclictest,32305,0,R
245,0.00%,sudo,32303,120,ksoftirqd/0,7,120,R
246,0.00%,systemd-journal,118,120,ksoftirqd/0,7,120,S
247,0.00%,wicd,32323,120,cyclictest,32305,0,R
248,0.00%,wicd,984,120,cyclictest,32304,120,R
249,0.00%,wicd,984,120,.koworker,1016,120,S
250,0.00%,.koworker,1019,120,avahi-daemon,500,120,R
251,0.00%,avahi-daemon,500,120,cyclictest,32304,120,S
252,0.00%,cyclictest,32304,120,ksoftirqd/0,7,120,R
253,0.00%,cyclictest,32305,0,ifconfig,32306,120,S
254,0.00%,cyclictest,32305,0,ifconfig,32321,120,S
255,0.00%,cyclictest,32305,0,ifconfig,32322,120,S
256,0.00%,cyclictest,32305,0,ifconfig,32324,120,S
257,0.00%,cyclictest,32305,0,ptp0,1120,120,S
258,0.00%,cyclictest,32305,0,wicd,32309,120,S
259,0.00%,cyclictest,32305,0,wicd,32311,120,S
260,0.00%,ksoftirqd/0,7,120,apache2,808,120,S
261,0.00%,ksoftirqd/0,7,120,ps,32319,120,S
262,0.00%,ksoftirqd/0,7,120,wicd-monitor,990,120,S
263,0.00%,kworker/0,0,120,irq/31-44e0b000,90,49,R
264,0.00%,kworker/0,0,120,cyclictest,32305,0,t
265,0.00%,kworker/0,0,120,sshd,32312,120,t
266,0.00%,sshd,32308,120,cyclictest,32304,120,R
267,0.00%,sshd,32329,120,cyclictest,32304,120,R
268,0.00%,sshd,32329,120,kworker/0,0,120,R
269,0.00%,wicd-monitor,990,120,cyclictest,32304,120,R
270,0.00%,.koworker,32317,120,ps,32319,120,S
271,0.00%,cyclictest,32305,0,ifconfig,32323,120,S
272,0.00%,cyclictest,32305,0,sshd,19316,120,S
273,0.00%,ifconfig,32306,120,cyclictest,32305,0,R
274,0.00%,ifconfig,32309,120,cyclictest,32305,0,R
275,0.00%,ifconfig,32310,120,cyclictest,32305,0,R
276,0.00%,ifconfig,32320,120,cyclictest,32305,0,R
277,0.00%,ifconfig,32321,120,cyclictest,32305,0,R
278,0.00%,ksoftirqd/0,7,120,.koworker,32317,120,S
279,0.00%,ksoftirqd/0,7,120,ifconfig,32309,120,S
280,0.00%,kworker/0,0,120,sshd,32308,120,t
281,0.00%,kworker/0,0,120,sshd,32326,120,t
282,0.00%,perf,32302,120,.koworker,1016,120,D
283,0.00%,ps,32319,120,kworker/0,0,120,R
284,0.00%,sh,32315,120,cyclictest,32305,0,R
285,0.00%,sshd,27636,120,.koworker,32316,120,S
286,0.00%,sshd,27636,120,ps,32319,120,S
287,0.00%,sshd,32327,120,.koworker,1016,120,S
288,0.00%,sshd,32330,120,cyclictest,32304,120,R
289,0.00%,sshd,32330,120,sshd,32329,120,S
290,0.00%,sudo,32303,120,kworker/0,0,120,R
291,0.00%,systemd-journal,118,120,kworker/0,0,120,R
292,0.00%,.koworker,1014,120,ps,32319,120,S
293,0.00%,.koworker,32316,120,cyclictest,32304,120,R
294,0.00%,.koworker,32317,120,.koworker,32318,120,S
295,0.00%,.koworker,32318,120,.koworker,32317,120,S
296,0.00%,apache2,808,120,cyclictest,32304,120,S
297,0.00%,cyclictest,32304,120,.koworker,1019,120,S
298,0.00%,cyclictest,32305,0,cron,32315,120,S
299,0.00%,cyclictest,32305,0,ifconfig,32309,120,S
300,0.00%,cyclictest,32305,0,ifconfig,32320,120,S
301,0.00%,cyclictest,32305,0,ifconfig,32325,120,S
302,0.00%,cyclictest,32305,0,sh,32315,120,S
303,0.00%,dbus-daemon,518,120,kworker/0,0,120,R
304,0.00%,ifconfig,32310,120,ksoftirqd/0,7,120,R
305,0.00%,ifconfig,32322,120,ksoftirqd/0,7,120,R
306,0.00%,ifconfig,32324,120,cyclictest,32305,0,R
307,0.00%,jbd2/mmcblk1p2-,97,120,mmcqd/1,89,120,S
308,0.00%,ksoftirqd/0,7,120,.koworker,32316,120,S
309,0.00%,ksoftirqd/0,7,120,.koworker,32318,120,S
310,0.00%,ksoftirqd/0,7,120,ifconfig,32323,120,S
311,0.00%,ksoftirqd/0,7,120,mmcqd/1,89,120,S
312,0.00%,kworker/0,0,120,.koworker,1014,120,D
313,0.00%,kworker/0,0,120,irq/31-44e0b000,90,49,D
314,0.00%,kworker/0,0,120,kworker/0,2,120,D
315,0.00%,kworker/0,0,120,avahi-daemon,500,120,t
316,0.00%,kworker/0,0,120,dbus-daemon,518,120,t
317,0.00%,kworker/0,0,120,mmcqd/1,89,120,t
318,0.00%,kworker/u2,0,120,cyclictest,32304,120,t
319,0.00%,kworker/u2,1,120,mmcqd/1,89,120,t
320,0.00%,kworker/u2,1,120,wicd,984,120,t
321,0.00%,mmcqd/1,89,120,kworker/u2,1,120,S
322,0.00%,perf,32302,120,mmcqd/1,89,120,R
323,0.00%,perf,32302,120,sshd,27636,120,S
324,0.00%,sshd,32308,120,kworker/0,0,120,R
325,0.00%,sshd,32330,120,.koworker,1016,120,S
326,0.00%,sshd,740,120,ksoftirqd/0,7,120,S
327,0.00%,wicd-monitor,990,120,kworker/0,0,120,R
328,0.00%,.koworker,1016,120,kworker/u2,1,120,R
329,0.00%,.koworker,1019,120,kworker/u2,1,120,R
330,0.00%,.koworker,1019,120,sudo,32303,120,R
331,0.00%,.koworker,32316,120,.koworker,1014,120,R
332,0.00%,.koworker,32316,120,.koworker,32318,120,R
333,0.00%,.koworker,32317,120,cyclictest,32305,0,R
334,0.00%,.koworker,32318,120,.koworker,32316,120,S
335,0.00%,avahi-daemon,500,120,kworker/0,0,120,R
336,0.00%,avahi-daemon,500,120,sshd,27636,120,S
337,0.00%,cron,32314,120,kworker/0,0,120,R
338,0.00%,cron,32315,120,cyclictest,32305,0,R
339,0.00%,cyclictest,32304,120,perf,32302,120,R
340,0.00%,cyclictest,32304,120,sshd,32313,120,S
341,0.00%,cyclictest,32304,120,sshd,32326,120,S
342,0.00%,cyclictest,32305,0,irq/31-44e0b000,90,49,S
343,0.00%,cyclictest,32305,0,nohup,32316,120,S
344,0.00%,cyclictest,32305,0,rsyslogd,627,120,S
345,0.00%,ifconfig,32311,120,ksoftirqd/0,7,120,R
346,0.00%,ifconfig,32320,120,ksoftirqd/0,7,120,R
347,0.00%,ifconfig,32321,120,ksoftirqd/0,7,120,R
348,0.00%,ifconfig,32323,120,ksoftirqd/0,7,120,R
349,0.00%,ifconfig,32324,120,ksoftirqd/0,7,120,R
350,0.00%,ifconfig,32328,120,ksoftirqd/0,7,120,R
351,0.00%,ifconfig,32331,120,ksoftirqd/0,7,120,R
352,0.00%,irq/31-44e0b000,90,49,ksoftirqd/0,7,120,S
353,0.00%,ksoftirqd/0,7,120,cron,32314,120,S
354,0.00%,ksoftirqd/0,7,120,ifconfig,32322,120,S
355,0.00%,ksoftirqd/0,7,120,ifconfig,32325,120,S
356,0.00%,ksoftirqd/0,7,120,sudo,32303,120,S
357,0.00%,kworker/0,0,120,wicd,984,120,D
358,0.00%,kworker/0,0,120,.koworker,32316,120,t
359,0.00%,kworker/0,0,120,ps,32319,120,t
360,0.00%,kworker/0,0,120,sshd,32327,120,t
361,0.00%,kworker/0,0,120,sudo,32303,120,t
362,0.00%,kworker/u2,0,120,kworker/u2,1,120,t
363,0.00%,kworker/u2,1,120,avahi-daemon,500,120,t
364,0.00%,mmcqd/1,89,120,cyclictest,32304,120,S
365,0.00%,nohup,32316,120,cyclictest,32305,0,R
366,0.00%,ptp0,1120,120,ksoftirqd/0,7,120,S
367,0.00%,sshd,19316,120,ksoftirqd/0,7,120,S
368,0.00%,sshd,27636,120,perf,32302,120,S
369,0.00%,sshd,32308,120,.koworker,1019,120,S
370,0.00%,sshd,32313,120,.koworker,1016,120,S
371,0.00%,sshd,32326,120,ksoftirqd/0,7,120,R
372,0.00%,sshd,32326,120,sshd,32327,120,R
373,0.00%,sshd,32326,120,.koworker,1016,120,S
374,0.00%,sshd,32326,120,sshd,32327,120,S
375,0.00%,sshd,32327,120,kworker/0,0,120,R
376,0.00%,systemd-journal,118,120,ksoftirqd/0,7,120,R
377,0.00%,wicd,984,120,.koworker,1019,120,S
378,0.00%,wicd,984,120,ifconfig,32328,120,S
379,0.00%,wicd,984,120,ifconfig,32331,120,S
380,0.00%,.koworker,1014,120,irq/31-44e0b000,90,49,R
381,0.00%,.koworker,1014,120,ksoftirqd/0,7,120,R
382,0.00%,.koworker,1014,120,cron,32314,120,S
383,0.00%,.koworker,1016,120,.koworker,1014,120,S
384,0.00%,.koworker,1016,120,cyclictest,32305,0,S
385,0.00%,.koworker,32316,120,.koworker,1019,120,S
386,0.00%,.koworker,32318,120,ksoftirqd/0,7,120,S
387,0.00%,avahi-daemon,500,120,.koworker,1014,120,S
388,0.00%,avahi-daemon,500,120,sshd,32307,120,S
389,0.00%,avahi-daemon,500,120,sshd,32326,120,S
390,0.00%,avahi-daemon,500,120,sshd,32329,120,S
391,0.00%,cron,772,120,cyclictest,32305,0,R
392,0.00%,cron,772,120,.koworker,1019,120,S
393,0.00%,cyclictest,32304,120,.koworker,1016,120,S
394,0.00%,cyclictest,32304,120,kworker/0,0,120,S
395,0.00%,cyclictest,32304,120,sshd,32312,120,S
396,0.00%,cyclictest,32304,120,sshd,32327,120,S
397,0.00%,cyclictest,32305,0,sh,32316,120,S
398,0.00%,dbus-daemon,518,120,sshd,27636,120,S
399,0.00%,ifconfig,32306,120,ksoftirqd/0,7,120,R
400,0.00%,ifconfig,32309,120,ksoftirqd/0,7,120,R
401,0.00%,ifconfig,32310,120,kworker/0,0,120,R
402,0.00%,ifconfig,32324,120,kworker/0,0,120,R
403,0.00%,ifconfig,32325,120,ksoftirqd/0,7,120,R
404,0.00%,jbd2/mmcblk1p2-,97,120,.koworker,1019,120,D
405,0.00%,jbd2/mmcblk1p2-,97,120,.koworker,1016,120,S
406,0.00%,jbd2/mmcblk1p2-,97,120,.koworker,1019,120,S
407,0.00%,jbd2/mmcblk1p2-,97,120,cyclictest,32305,0,S
408,0.00%,ksoftirqd/0,7,120,cron,772,120,S
409,0.00%,ksoftirqd/0,7,120,ifconfig,32320,120,S
410,0.00%,ksoftirqd/0,7,120,ifconfig,32324,120,S
411,0.00%,ksoftirqd/0,7,120,systemd,1,120,S
412,0.00%,kworker/0,0,120,ifconfig,32325,120,D
413,0.00%,kworker/0,0,120,sshd,32313,120,D
414,0.00%,kworker/0,0,120,sudo,32303,120,D
415,0.00%,kworker/0,0,120,cron,32314,120,t
416,0.00%,kworker/0,0,120,jbd2/mmcblk1p2-,97,120,t
417,0.00%,kworker/0,0,120,systemd-journal,118,120,t
418,0.00%,kworker/0,0,120,wicd,32310,120,t
419,0.00%,kworker/u2,0,120,ksoftirqd/0,7,120,t
420,0.00%,kworker/u2,1,120,kworker/0,0,120,R
421,0.00%,kworker/u2,1,120,perf,32302,120,t
422,0.00%,kworker/u2,1,120,ptp0,1120,120,t
423,0.00%,kworker/u2,1,120,wicd-monitor,990,120,t
424,0.00%,mmcqd/1,89,120,.koworker,1014,120,S
425,0.00%,perf,32302,120,.koworker,1019,120,D
426,0.00%,rs:mainQ:Reg,626,120,sudo,32303,120,R
427,0.00%,sh,32316,120,cyclictest,32305,0,R
428,0.00%,sshd,27636,120,avahi-daemon,500,120,S
429,0.00%,sshd,27636,120,systemd-journal,118,120,S
430,0.00%,sshd,27636,120,wicd,32309,120,S
431,0.00%,sshd,27636,120,wicd,32310,120,S
432,0.00%,sshd,27636,120,wicd,32321,120,S
433,0.00%,sshd,27636,120,wicd,32328,120,S
434,0.00%,sshd,32307,120,avahi-daemon,500,120,R
435,0.00%,sshd,32307,120,.koworker,1019,120,S
436,0.00%,sshd,32307,120,sshd,32308,120,S
437,0.00%,sshd,32308,120,sshd,32307,120,R
438,0.00%,sshd,32312,120,.koworker,1016,120,S
439,0.00%,sshd,32312,120,sshd,32313,120,S
440,0.00%,sshd,32313,120,sshd,32312,120,R
441,0.00%,sshd,32327,120,sshd,32326,120,R
442,0.00%,sshd,32329,120,sshd,32330,120,R
443,0.00%,sshd,32329,120,sshd,32330,120,S
444,0.00%,sshd,32330,120,sshd,32329,120,R
445,0.00%,sshd,740,120,kworker/0,0,120,R
446,0.00%,systemd,1,120,cyclictest,32305,0,R
447,0.00%,wicd,32323,120,cyclictest,32304,120,R
448,0.00%,wicd,32325,120,cyclictest,32304,120,R
449,0.00%,wicd,32331,120,kworker/0,0,120,R
450,0.00%,wicd,984,120,ifconfig,32310,120,S
451,0.00%,wicd,984,120,ifconfig,32311,120,S
452,0.00%,wicd,984,120,ifconfig,32321,120,S
453,0.00%,wicd,984,120,ifconfig,32322,120,S
454,0.00%,wicd,984,120,ifconfig,32324,120,S
455,0.00%,.koworker,1014,120,mmcqd/1,89,120,R
456,0.00%,.koworker,1014,120,.koworker,32316,120,S
457,0.00%,.koworker,1014,120,.koworker,32318,120,S
458,0.00%,.koworker,1014,120,irq/31-44e0b000,90,49,S
459,0.00%,.koworker,1014,120,sudo,32303,120,S
